,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5
0,96.78505801219788,14.66655980637456,1.6838900953945928,6.70852309762049,8.532626838168387
1,40.54163388764124,-5.480128192714813,4.807583202724481,0.9663733033776951,3.005462788109964
2,42.322401162553106,4.707586624783052,1.6503858950848576,2.874968041958447,2.5928303565991766
3,38.473711229249844,4.080347553843405,0.946395582507845,0.9308216508347235,2.8658864966478945
4,36.39901920082088,-6.8456701201293955,6.453293599118216,1.3032673631503429,1.9564596859183059
5,29.902290396925544,-4.140621823489084,3.427363598739033,0.5133358007427138,2.5266360831260024
6,36.52138582360738,-0.39766092089944854,4.720157363534464,2.586922342542508,2.684005612298362
7,34.043411678479615,3.9532450655190217,1.7450157254413274,0.9407374781112082,2.9371852062069066
8,32.79786333342344,1.6854473093448619,2.460850332239672,1.5210648075250486,1.8538195016075514
9,25.79065909812724,-1.8119473092144118,0.01203264962387543,1.8523397347914015,1.0312528558560716
10,30.321900805760947,2.9354162610161465,1.3083384463204124,2.3219906639286454,2.335404153369833
11,27.656211543236005,-0.2524120894927535,2.995990653824455,2.0942921814873463,1.7934631438146982
12,26.435572261024312,-5.112024447558543,4.640591606408701,0.7873902977600312,1.3927788634213278
13,27.396105301088298,1.6689955322538317,0.9752532201560246,-0.1667817196595602,1.7058438325494938
14,25.90523002800178,2.570353141426762,0.42813416069952187,-0.1956037772026641,1.7312474772327617
15,23.238135615252084,4.510935729685151,-0.2578372751979566,1.6119871172403768,1.3730702678071627
16,28.458221774840897,7.132685574454215,1.5358473689788075,3.1874432120787772,1.5014928813273758
17,34.77665012899253,10.771395407846617,0.3618319161204627,4.623584296068787,1.9762050712392436
18,21.692688936645443,-2.5124999527432443,1.956368206209486,-0.40927248127146415,1.2442356607894869
19,25.62890374782586,0.2763037565532889,3.227311863937196,3.3700181030331784,1.085383140429145
20,22.184136076929107,-3.254687200914999,3.927311708727142,0.8123116189761802,1.211787217000509
21,19.22169873528436,-4.692433929139275,3.3329988133851067,-0.06662956776992429,1.4981464236381334
22,18.658779373427414,-4.030973392166697,2.762858815987421,-0.2624368060424177,1.2814867210138883
23,18.059243115649743,4.876241967543176,0.5632551263923502,1.4146042705707906,0.2543230761118684
24,18.79631962538061,2.8818288253590247,1.3629064016326593,1.813555552884209,0.5533404064404392
25,18.178608878804308,-4.140203310706216,3.4540932134914204,0.26412787211632704,0.8108316680402525
26,18.048997561027512,-3.3545853118993634,3.737339803693215,0.45295889454622634,0.8981656823635987
27,19.178966735185487,-2.760559286476683,3.531174404664795,2.360450001215707,0.14302210433331652
28,17.329240510103528,0.28535439884938557,1.1160888987213036,1.1470255273172905,-0.05817005186437024
29,16.251610850647612,3.35811115595618,-2.3238855728780528,2.2816445922103603,0.998604597387695
